SALÓN;Colegio ;Sexo ;Edad ;Acceso a Internet;Señal;¿Con quién Vive?;LATITUDE;LONGITUD;Item 1;Item 2;Item 3;Item 4;Item 5;Item 6;"NRO DE PREGUNTAS 
CORRECTAS (4) ";"NRO DE PREGUNTAS
Hizo Procedimiento (1-3)";"NRO DE PREGUNTAS
SIN CONTESTAR (0)";"PUNTAJE LOGRADO
(Max 24)";INTERPRETACIÓN
A;Muñoz Najar ;M;13;1;1;3;-16.587931;-72.739433;2;1;0;0;1;0;0;3;3;4;INICIO
A;Muñoz Najar ;M;13;1;2;4;-16.40583;-71.51223;4;2;2;4;2;2;2;4;0;16;PROCESO
A;Muñoz Najar ;M;13;1;2;3;-16.397554;-71.549084;0;0;0;0;2;1;0;2;4;3;INICIO
A;Muñoz Najar ;M;13;1;1;3;-16.4193;-71.496201;4;2;1;0;0;1;1;3;2;8;INICIO
A;Muñoz Najar ;M;13;1;1;3;-16.39889;-71.535004;4;1;1;0;4;4;3;2;1;14;PROCESO
A;Muñoz Najar ;M;15;2;3;3;-16.3951;-71.487457;2;1;4;0;1;1;1;4;1;9;PROCESO
A;Muñoz Najar ;M;13;1;1;3;-16.418833;-71.483498;0;1;0;0;0;0;0;1;5;1;INICIO
A;Muñoz Najar ;M;13;2;3;3;-16.40085;-71.515137;0;1;1;1;1;0;0;4;2;4;INICIO
A;Muñoz Najar ;M;14;1;1;2;-16.4323;-71.5046;0;2;2;1;2;0;0;4;2;7;INICIO
A;Muñoz Najar ;M;14;1;2;3;-16.398861;-71536972;0;0;0;0;1;2;0;2;4;3;INICIO
A;Muñoz Najar ;M;13;1;1;3;-16.335951;-71.605537;4;1;2;0;2;0;1;3;2;9;PROCESO
A;Muñoz Najar ;M;13;1;1;3;-16.41051;-71.511089;0;1;0;0;1;0;0;2;4;2;INICIO
A;Muñoz Najar ;M;13;1;1;3;-16.40457;-71.530449;4;0;0;0;1;1;1;2;3;6;INICIO
A;Muñoz Najar ;M;14;2;2;3;-16.3999;-71.537;0;0;0;0;0;0;0;0;6;0;INICIO
A;Muñoz Najar ;M;13;1;1;3;-17.168249;-71.796997;0;0;0;0;2;2;0;2;4;4;INICIO
A;Muñoz Najar ;M;13;1;1;3;-16.418039;-71.532385;0;0;1;0;1;0;0;2;4;2;INICIO
A;Muñoz Najar ;M;13;1;1;3;-16.39942;-71.504097;1;2;2;0;0;0;0;3;3;5;INICIO
A;Muñoz Najar ;M;14;1;1;3;-16.18285;-71.061668;0;0;2;1;0;0;0;2;4;3;INICIO
A;Muñoz Najar ;M;14;1;1;3;-16.40583;-71.51223;1;1;4;4;2;1;2;4;0;13;PROCESO
A;Muñoz Najar ;M;13;2;3;3;-16.398861;-71536972;1;0;0;1;0;0;0;2;4;2;INICIO
A;Muñoz Najar ;M;13;1;1;3;-16.41313;-71.502243;2;1;2;1;1;0;0;5;1;7;INICIO
A;Muñoz Najar ;M;12;1;1;3;-16.44345;-71.55455;1;2;1;2;2;2;0;6;0;10;PROCESO
A;Muñoz Najar ;M;14;1;1;4;-16.40583;-71.51223;1;1;1;0;1;2;0;5;1;6;INICIO
A;Muñoz Najar ;M;13;1;1;3;-16.427059;-71.506531;1;0;2;2;3;0;0;4;2;8;INICIO
A;Muñoz Najar ;M;13;1;1;3;-16.427059;-71.506531;2;3;4;1;1;3;1;5;0;14;PROCESO
A;Muñoz Najar ;M;14;1;1;3;-16.39783;-71.54219;1;1;2;0;1;1;0;5;1;6;INICIO
A;Muñoz Najar ;M;14;1;1;2;-16.37698;-71.556612;0;1;4;0;4;1;2;2;2;10;PROCESO
B;Muñoz Najar ;M;13;1;1;3;-16.40583;-71.51223;1;0;0;0;2;0;0;2;4;3;INICIO
B;Muñoz Najar ;M;13;2;3;3;-16.398861;-71536972;1;0;0;1;0;0;0;2;4;2;INICIO
B;Muñoz Najar ;M;13;1;1;3;-16.398861;-71536972;4;2;3;1;0;1;1;4;1;11;PROCESO
B;Muñoz Najar ;M;13;2;3;3;-16.398861;-71536972;1;0;0;1;0;0;0;2;4;2;INICIO
B;Muñoz Najar ;M;15;1;1;3;-16.395969;-71.51162;1;1;2;0;2;1;0;5;1;7;INICIO
B;Muñoz Najar ;M;14;2;3;3;-16.398861;-71536972;1;0;0;1;0;0;0;2;4;2;INICIO
B;Muñoz Najar ;M;13;1;1;3;-16.373077;-71.519902;0;2;4;1;1;0;1;3;2;8;INICIO
B;Muñoz Najar ;M;15;1;1;3;-16.41643;-71.516592;1;2;4;0;1;0;1;3;2;8;INICIO
B;Muñoz Najar ;M;14;1;4;3;-16.44525;-71.831062;0;2;2;0;0;0;0;2;4;4;INICIO
B;Muñoz Najar ;M;15;1;2;2;-16.40583;-71.51223;0;1;1;0;1;1;0;4;2;4;INICIO
B;Muñoz Najar ;M;13;1;1;3;-16.399719;-71.488213;1;2;2;2;3;4;1;5;0;14;PROCESO
B;Muñoz Najar ;M;13;1;1;3;-16.427401;-71.497276;4;3;2;2;0;0;1;3;2;11;PROCESO
B;Muñoz Najar ;M;13;1;1;3;-16.32243;-71.592239;0;0;0;0;3;1;0;2;4;4;INICIO
B;Muñoz Najar ;M;14;1;2;4;-16.427059;-71.506531;4;2;2;0;0;2;1;3;2;10;PROCESO
B;Muñoz Najar ;M;13;1;2;3;-16.427059;-71.506531;3;1;1;0;2;0;0;4;2;7;INICIO
B;Muñoz Najar ;M;13;2;3;2;-16.40147;-71.514229;0;0;0;0;0;0;0;0;6;0;INICIO
B;Muñoz Najar ;M;13;1;1;3;-16.41992;-71.512131;4;3;4;4;3;3;3;3;0;21;LOGRADO
B;Muñoz Najar ;M;13;2;3;3;-16.427059;-71.506531;0;1;4;4;4;4;4;1;1;17;LOGRADO
B;Muñoz Najar ;M;13;1;1;3;-16.39889;-71.535004;4;2;4;1;1;0;2;3;1;12;PROCESO
B;Muñoz Najar ;M;13;1;1;2;-16.405049;-71513271;4;2;1;0;2;1;1;4;1;10;PROCESO
B;Muñoz Najar ;M;14;1;1;3;-16.398911;-71.529739;3;2;1;0;1;1;0;5;1;8;INICIO
B;Muñoz Najar ;M;13;2;3;3;-16.417054;-71.517787;1;0;0;0;0;2;0;2;4;3;INICIO
B;Muñoz Najar ;M;14;1;1;3;-16.410656;-71.514749;1;0;0;0;0;1;0;2;4;2;INICIO
B;Muñoz Najar ;M;13;2;3;3;-16.36501;-71.53418;0;1;4;0;2;2;1;3;2;9;PROCESO
B;Muñoz Najar ;M;14;1;1;2;-16.414078;-71.535753;4;0;2;0;2;0;1;2;3;8;INICIO
C;Muñoz Najar ;M;15;1;1;3;-16.55782;-71.38818;0;1;2;3;2;2;0;5;1;10;PROCESO
C;Muñoz Najar ;M;14;1;1;2;-16.382654;-71.536454;4;0;2;0;1;1;1;3;2;8;INICIO
C;Muñoz Najar ;M;13;1;1;3;-16.40583;-71.51223;1;2;2;2;1;2;0;6;0;10;PROCESO
C;Muñoz Najar ;M;13;1;1;3;-16.32172;-71.15102;1;2;1;0;0;0;0;3;3;4;INICIO
C;Muñoz Najar ;M;13;2;3;2;-16.412327;-71.466983;0;0;0;0;0;0;0;0;6;0;INICIO
C;Muñoz Najar ;M;13;1;1;2;-16.398861;-71536972;0;1;1;0;2;1;0;4;2;5;INICIO
C;Muñoz Najar ;M;13;1;1;3;-16.40968;-71.50222;0;2;2;0;1;1;0;4;2;6;INICIO
C;Muñoz Najar ;M;13;1;2;2;-16.41923;-71.48586;1;2;2;1;0;1;0;5;1;7;INICIO
C;Muñoz Najar ;M;14;1;1;3;-16.385266;-71.506515;0;1;2;0;1;1;0;4;2;5;INICIO
C;Muñoz Najar ;M;13;2;3;4;-16.4791;-71.50667;0;0;4;0;0;0;1;0;5;4;INICIO
C;Muñoz Najar ;M;14;1;1;2;-16.41746;-71.4932;0;0;2;0;0;0;0;1;5;2;INICIO
C;Muñoz Najar ;M;13;1;1;2;-16.41784;-71.49381;0;0;0;0;0;3;0;1;5;3;INICIO
C;Muñoz Najar ;M;13;1;1;3;-16.59865;-72.77675;4;3;2;0;2;2;1;4;1;13;PROCESO
C;Muñoz Najar ;M;13;1;1;1;-16.18361;-71.05992;0;0;0;0;2;0;0;1;5;2;INICIO
C;Muñoz Najar ;M;13;1;1;3;-16.32243;-71.592239;0;2;4;3;3;0;1;3;2;12;PROCESO
D;Muñoz Najar ;M;13;2;3;2;-16.398861;-71536972;0;0;1;0;0;0;0;1;5;1;INICIO
D;Muñoz Najar ;M;13;1;3;3;-16.398861;-71536972;4;0;2;0;0;0;1;1;4;6;INICIO
D;Muñoz Najar ;M;13;2;2;2;-16.44874;-71.55589;0;0;1;0;0;0;0;1;5;1;INICIO
D;Muñoz Najar ;M;14;2;3;3;-16.398861;-71536972;1;0;0;1;0;0;0;2;4;2;INICIO
D;Muñoz Najar ;M;13;1;1;3;-16.398861;-71536972;0;1;1;0;0;0;0;2;4;2;INICIO
D;Muñoz Najar ;M;14;1;2;4;-16.4167;-71.48935;0;0;0;0;1;0;0;1;5;1;INICIO
D;Muñoz Najar ;M;13;1;3;2;-16.41044;-71.5341;0;0;0;0;0;1;0;1;5;1;INICIO
D;Muñoz Najar ;M;13;1;1;3;-16.398861;-71536972;0;2;2;0;2;2;0;4;2;8;INICIO
D;Muñoz Najar ;M;13;1;1;2;-16.326799;-71.595842;0;0;0;0;0;0;0;0;6;0;INICIO
D;Muñoz Najar ;M;13;2;3;3;-15.881431;-73.015268;4;2;4;4;4;1;4;2;0;19;LOGRADO
D;Muñoz Najar ;M;13;1;1;3;-16.398861;-71536972;0;0;2;0;0;0;0;1;5;2;INICIO
D;Muñoz Najar ;M;14;1;1;3;-16.427059;-71.506531;0;1;2;2;2;1;0;5;1;8;INICIO
D;Muñoz Najar ;M;14;1;1;3;-16.398861;-71536972;4;2;4;0;4;3;3;2;1;17;LOGRADO
D;Muñoz Najar ;M;13;1;1;3;-16.41385;-71.52892;2;0;3;0;0;0;0;2;4;5;INICIO
D;Muñoz Najar ;M;13;1;1;3;-16.398861;-71536972;4;2;4;4;4;3;4;2;0;21;LOGRADO
D;Muñoz Najar ;M;13;1;1;3;-16.416409;-71.489792;0;2;1;0;2;2;0;4;2;7;INICIO
D;Muñoz Najar ;M;13;2;2;3;-16.398861;-71536972;0;0;2;0;0;0;0;1;5;2;INICIO
D;Muñoz Najar ;M;13;1;1;2;-16.40583;-71.51223;0;0;2;0;0;0;0;1;5;2;INICIO
D;Muñoz Najar ;M;13;1;1;2;-16.3941;-71.5223;0;0;2;0;0;0;0;1;5;2;INICIO
D;Muñoz Najar ;M;13;2;3;3;-16.37046;-71.52766;1;2;2;0;2;1;0;5;1;8;INICIO
C;Micaela Bastidas;F;13;2;3;2;-16.388763;-71.53724;0;2;2;0;3;3;0;4;2;10;PROCESO
C;Micaela Bastidas;F;14;2;3;3;-16.012863;-72.507983;0;2;1;0;0;0;0;2;4;3;INICIO
C;Micaela Bastidas;F;13;1;1;3;-16.335951;-71.605537;4;1;0;0;2;2;1;3;2;9;PROCESO
C;Micaela Bastidas;F;13;2;2;3;-16.398861;-71536972;0;2;4;3;3;2;1;4;1;14;PROCESO
C;Micaela Bastidas;F;13;1;2;2;-16.398861;-71536972;0;1;0;0;2;2;0;3;3;5;INICIO
C;Micaela Bastidas;F;13;2;2;2;-16.44874;-71.55589;0;0;1;0;0;0;0;1;5;1;INICIO
C;Micaela Bastidas;F;13;2;2;3;-16.398861;-71536972;4;2;2;0;1;0;1;3;2;9;PROCESO
C;Micaela Bastidas;F;13;1;1;3;-16.398861;-71536972;0;1;2;0;1;0;0;3;3;4;INICIO
C;Micaela Bastidas;F;13;1;2;3;-16.398861;-71536972;0;0;2;0;0;1;0;2;4;3;INICIO
C;Micaela Bastidas;F;13;1;1;2;-16.39783;-71.54219;0;1;1;0;1;2;0;4;2;5;INICIO
C;Micaela Bastidas;F;13;1;2;2;-16.398861;-71536972;0;0;0;0;1;0;0;1;5;1;INICIO
C;Micaela Bastidas;F;13;1;1;3;-16.398861;-71536972;0;2;2;0;0;0;0;2;4;4;INICIO
C;Micaela Bastidas;F;15;2;2;2;-16.373077;-71.519902;0;0;0;0;0;0;0;0;6;0;INICIO
C;Micaela Bastidas;F;14;1;1;3;-16.398861;-71536972;0;1;0;0;1;1;0;3;3;3;INICIO
C;Micaela Bastidas;F;13;2;3;3;-16.398861;-71536972;1;0;0;1;0;0;0;2;4;2;INICIO
C;Micaela Bastidas;F;13;2;2;2;-16.398861;-71536972;4;0;0;0;4;3;2;1;3;11;PROCESO
C;Micaela Bastidas;F;14;1;1;3;-16.398861;-71536972;0;2;0;1;0;0;0;2;4;3;INICIO
C;Micaela Bastidas;F;13;1;1;3;-16.398861;-71536972;0;1;0;0;1;0;0;2;4;2;INICIO
C;Micaela Bastidas;F;14;1;1;2;-16.398861;-71536972;4;2;2;1;4;0;2;3;1;13;PROCESO
C;Micaela Bastidas;F;13;1;1;3;-16.335951;-71.605537;4;2;4;4;2;2;3;3;0;18;LOGRADO
C;Micaela Bastidas;F;13;1;1;1;-16.47;-71.5269;2;1;0;0;0;2;0;3;3;5;INICIO
C;Micaela Bastidas;F;13;2;3;2;-16.47;-71.5269;1;0;0;4;1;1;1;3;2;7;INICIO
C;Micaela Bastidas;F;13;1;1;2;-16.398861;-71536972;1;0;0;0;2;3;0;3;3;6;INICIO
C;Micaela Bastidas;F;13;1;2;3;-16.398861;-71536972;0;0;1;0;3;3;0;3;3;7;INICIO
C;Micaela Bastidas;F;13;1;3;1;-16.47;-71.5269;0;0;0;0;2;1;0;2;4;3;INICIO
C;Micaela Bastidas;F;13;1;1;4;-16.398861;-71536972;3;0;2;0;4;4;2;2;2;13;PROCESO
G;Micaela Bastidas;F;17;2;2;4;-16.398861;-71536972;4;1;0;0;4;3;2;2;2;12;PROCESO
G;Micaela Bastidas;F;16;2;3;2;-16.47;-71.5269;3;2;2;2;2;1;0;6;0;12;PROCESO
G;Micaela Bastidas;F;17;1;2;3;-16.335951;-71.605537;4;0;1;0;1;3;1;3;2;9;PROCESO
G;Micaela Bastidas;F;16;1;1;4;-16.4263;-71.5675;0;1;1;0;2;0;0;3;3;4;INICIO
G;Micaela Bastidas;F;16;1;1;2;-16.4323;-71.5046;0;1;1;0;2;0;0;3;3;4;INICIO
G;Micaela Bastidas;F;16;1;2;3;-16.47;-71.5269;4;2;0;0;2;3;1;3;2;11;PROCESO
G;Micaela Bastidas;F;15;1;3;4;-16.398861;-71536972;1;2;0;0;1;1;0;4;2;5;INICIO
G;Micaela Bastidas;F;17;1;1;1;-16.335951;-71.605537;2;0;0;0;2;3;0;3;3;7;INICIO
G;Micaela Bastidas;F;17;1;1;3;-16.398861;-71536972;4;1;0;0;2;2;1;3;2;9;PROCESO
G;Micaela Bastidas;F;16;1;2;2;-16.398861;-71536972;4;1;1;0;1;2;1;4;1;9;PROCESO
G;Micaela Bastidas;F;17;1;2;3;-16.398861;-71536972;3;2;2;0;3;0;0;4;2;10;PROCESO
G;Micaela Bastidas;F;17;2;3;3;-16.398861;-71536972;0;2;1;0;3;0;0;3;3;6;INICIO
G;Micaela Bastidas;F;16;1;1;3;-16.398861;-71536972;2;1;1;0;1;2;0;5;1;7;INICIO
G;Micaela Bastidas;F;16;1;1;3;-16.398861;-71536972;4;2;2;3;2;2;1;5;0;15;PROCESO
G;Micaela Bastidas;F;15;2;3;3;-16.3999;-71.537;0;0;0;0;0;1;0;1;5;1;INICIO
G;Micaela Bastidas;F;17;1;1;3;-16.398861;-71536972;4;2;4;0;3;1;2;3;1;14;PROCESO
G;Micaela Bastidas;F;16;1;1;3;-16.398861;-71536972;1;1;0;1;0;0;0;3;3;3;INICIO
G;Micaela Bastidas;F;16;1;1;2;-16.47;-71.5269;0;0;0;0;1;2;0;2;4;3;INICIO
G;Micaela Bastidas;F;16;1;2;3;-16.398861;-71536972;2;2;4;2;3;1;1;5;0;14;PROCESO
G;Micaela Bastidas;F;16;1;1;2;-16.47;-71.5269;4;1;2;0;0;0;1;2;3;7;INICIO
D;Micaela Bastidas;F;13;1;1;2;-16.398861;-71536972;0;2;1;0;2;2;0;4;2;7;INICIO
D;Micaela Bastidas;F;12;2;3;3;-16.398861;-71536972;1;1;4;4;3;1;2;4;0;14;PROCESO
D;Micaela Bastidas;F;13;2;3;4;-16.47;-71.5269;0;1;0;0;2;1;0;3;3;4;INICIO
D;Micaela Bastidas;F;13;1;3;3;-16.398861;-71536972;1;1;4;4;2;2;2;4;0;14;PROCESO
D;Micaela Bastidas;F;13;1;2;3;-16.398861;-71536972;1;0;1;0;3;1;0;4;2;6;INICIO
D;Micaela Bastidas;F;13;1;2;2;-16.398861;-71536972;0;2;1;0;3;3;0;4;2;9;PROCESO
D;Micaela Bastidas;F;13;1;1;3;-16.398861;-71536972;0;1;2;1;1;0;0;4;2;5;INICIO
D;Micaela Bastidas;F;13;1;1;3;-16.3999;-71.537;0;0;0;0;0;0;0;0;6;0;INICIO
D;Micaela Bastidas;F;13;1;1;2;-16.398861;-71536972;0;0;1;0;0;0;0;1;5;1;INICIO
D;Micaela Bastidas;F;13;1;3;2;-16.398861;-71536972;0;0;0;0;0;2;0;1;5;2;INICIO
D;Micaela Bastidas;F;13;1;1;1;-16.398861;-71536972;2;1;1;2;0;0;0;4;2;6;INICIO
D;Micaela Bastidas;F;13;1;1;2;-16.398861;-71536972;0;2;1;1;1;2;0;5;1;7;INICIO
D;Micaela Bastidas;F;13;1;1;3;-16.47;-71.5269;0;0;0;0;1;1;0;2;4;2;INICIO
D;Micaela Bastidas;F;13;1;2;3;-16.398861;-71536972;1;0;0;0;1;3;0;3;3;5;INICIO
D;Micaela Bastidas;F;12;2;3;2;-16.398861;-71536972;0;2;1;1;0;0;0;3;3;4;INICIO
D;Micaela Bastidas;F;13;1;1;3;-16.398861;-71536972;2;0;0;0;0;0;0;1;5;2;INICIO
D;Micaela Bastidas;F;13;2;3;4;-16.398861;-71536972;2;2;1;0;1;0;0;4;2;6;INICIO
D;Micaela Bastidas;F;13;1;1;4;-16.47;-71.5269;4;4;4;4;4;4;6;0;0;24;LOGRADO
D;Micaela Bastidas;F;13;2;3;3;-16.398861;-71536972;3;3;1;4;1;1;1;5;0;13;PROCESO
D;Micaela Bastidas;F;13;2;2;3;-16.398861;-71536972;1;1;0;0;3;3;0;4;2;8;INICIO
D;Micaela Bastidas;F;13;1;3;3;-16.398861;-71536972;4;3;1;2;2;2;1;5;0;14;PROCESO
D;Micaela Bastidas;F;13;1;3;3;-16.3692;-71.528;0;0;2;0;0;0;0;1;5;2;INICIO
D;Micaela Bastidas;F;13;1;1;3;-16.47;-71.5269;0;1;0;0;0;0;0;1;5;1;INICIO
D;Micaela Bastidas;F;13;1;3;4;-16.4497;-71.5914;0;1;0;2;0;0;0;2;4;3;INICIO
D;Micaela Bastidas;F;14;1;1;3;-16.427059;-71.506531;4;1;0;0;2;2;1;3;2;9;PROCESO
A;Gran Unidad M.M;F;13;1;1;3;-16.427059;-71.506531;1;1;0;0;0;0;0;2;4;2;INICIO
A;Gran Unidad M.M;M;13;1;1;3;-16.427059;-71.506531;1;1;1;1;0;0;0;4;2;4;INICIO
A;Gran Unidad M.M;M;13;1;1;3;-16.398861;-71536972;1;0;0;1;0;0;0;2;4;2;INICIO
A;Gran Unidad M.M;M;13;1;1;3;-16.427059;-71.506531;1;1;0;0;2;2;0;4;2;6;INICIO
A;Gran Unidad M.M;F;12;1;1;2;-16.398861;-71536972;1;0;2;1;2;2;0;5;1;8;INICIO
A;Gran Unidad M.M;M;13;1;1;4;-16.398861;-71536972;1;1;2;0;1;0;0;4;2;5;INICIO
A;Gran Unidad M.M;M;13;1;1;4;-16.398861;-71536972;1;1;2;2;1;0;0;5;1;7;INICIO
A;Gran Unidad M.M;F;12;1;1;2;-16.427059;-71.506531;4;0;1;0;4;1;2;2;2;10;PROCESO
A;Gran Unidad M.M;F;13;2;2;3;-16.40583;-71.51223;0;0;0;0;1;0;0;1;5;1;INICIO
A;Gran Unidad M.M;M;13;1;1;3;-16.398861;-71536972;2;1;0;0;1;0;0;3;3;4;INICIO
A;Gran Unidad M.M;M;13;1;2;4;-16.40583;-71.51223;4;2;2;4;2;2;2;4;0;16;PROCESO
A;Gran Unidad M.M;M;13;1;2;3;-16.397554;-71.549084;0;0;0;0;2;1;0;2;4;3;INICIO
A;Gran Unidad M.M;M;13;1;1;3;-16.4193;-71.496201;4;2;1;0;0;1;1;3;2;8;INICIO
A;Gran Unidad M.M;M;14;1;1;3;-16.39889;-71.535004;4;1;1;0;4;4;3;2;1;14;PROCESO
A;Gran Unidad M.M;F;13;2;3;3;-16.3951;-71.487457;2;1;4;0;1;1;1;4;1;9;PROCESO
A;Gran Unidad M.M;M;13;1;1;3;-16.418833;-71.483498;0;1;0;0;0;0;0;1;5;1;INICIO
A;Gran Unidad M.M;F;13;2;3;3;-16.40085;-71.515137;0;1;1;1;1;0;0;4;2;4;INICIO
A;Gran Unidad M.M;F;13;1;1;2;-16.4323;-71.5046;0;2;2;1;2;0;0;4;2;7;INICIO
A;Gran Unidad M.M;M;13;1;2;3;-16.398861;-71536972;0;0;0;0;1;2;0;2;4;3;INICIO
A;Gran Unidad M.M;M;13;1;1;3;-16.47;-71.5269;4;1;2;0;2;0;1;3;2;9;PROCESO
A;Gran Unidad M.M;M;13;1;1;3;-16.41051;-71.511089;0;1;0;0;1;0;0;2;4;2;INICIO
A;Gran Unidad M.M;M;13;1;1;3;-16.40457;-71.530449;4;0;0;0;1;1;1;2;3;6;INICIO
A;Gran Unidad M.M;M;13;2;2;3;-16.3999;-71.537;0;0;0;0;0;0;0;0;6;0;INICIO
A;Gran Unidad M.M;F;13;1;1;3;-16.427059;-71.506531;0;0;0;0;2;2;0;2;4;4;INICIO
A;Gran Unidad M.M;F;12;1;1;3;-16.398861;-71536972;0;0;1;0;1;0;0;2;4;2;INICIO
A;Gran Unidad M.M;F;13;1;1;3;-16.39942;-71.504097;1;2;2;0;0;0;0;3;3;5;INICIO
B;Gran Unidad M.M;M;13;1;1;3;-16.18285;-71.061668;0;0;2;1;0;0;0;2;4;3;INICIO
B;Gran Unidad M.M;M;13;1;1;3;-16.40583;-71.51223;1;1;4;4;2;1;2;4;0;13;PROCESO
B;Gran Unidad M.M;F;13;1;1;3;-16.47;-71.5269;4;1;0;0;2;2;1;3;2;9;PROCESO
B;Gran Unidad M.M;M;13;1;1;3;-16.41313;-71.502243;2;1;2;1;1;0;0;5;1;7;INICIO
B;Gran Unidad M.M;M;13;1;1;3;-16.44345;-71.55455;1;2;1;2;2;2;0;6;0;10;PROCESO
B;Gran Unidad M.M;M;13;1;1;4;-16.40583;-71.51223;1;1;1;0;1;2;0;5;1;6;INICIO
B;Gran Unidad M.M;M;13;1;1;3;-16.427059;-71.506531;1;0;2;2;3;0;0;4;2;8;INICIO
B;Gran Unidad M.M;M;13;1;1;3;-16.427059;-71.506531;2;3;4;1;1;3;1;5;0;14;PROCESO
B;Gran Unidad M.M;M;13;1;1;3;-16.39783;-71.54219;1;1;2;0;1;1;0;5;1;6;INICIO
B;Gran Unidad M.M;M;13;1;1;2;-16.37698;-71.556612;0;1;4;0;4;1;2;2;2;10;PROCESO
B;Gran Unidad M.M;F;13;1;1;3;-16.40583;-71.51223;1;0;0;0;2;0;0;2;4;3;INICIO
